ts_code,name,market,publisher,category,base_date,base_point,list_date
000001.CZC,农期指数,OTH,郑州商品交易所,商品指数,,1000,
000001.SH,上证指数,SSE,中证公司,综合指数,19901219,100,19910715
000002.CZC,农期谷物,OTH,郑州商品交易所,商品指数,,1000,
000002.SH,上证A指,SSE,中证公司,综合指数,19901219,100,19920221
000003.CZC,农期软商,OTH,郑州商品交易所,商品指数,,1000,
000003.SH,上证B指,SSE,中证公司,综合指数,19920221,100,19920221
000004.CZC,农期油脂,OTH,郑州商品交易所,商品指数,,1000,
000004.SH,上证工业类指数,SSE,中证公司,综合指数,19930430,1358.78,19930503
000005.CZC,农期强麦,OTH,郑州商品交易所,商品指数,,1000,
000005.SH,上证商业类指数,SSE,中证公司,综合指数,19930430,1358.78,19930503
000006.CZC,农期早籼,OTH,郑州商品交易所,商品指数,,1000,
000006.SH,上证房地产指数,SSE,中证公司,综合指数,19930430,1358.78,19930503
000007.CZC,农期棉花,OTH,郑州商品交易所,商品指数,,1000,
000007.SH,上证公用事业股指数,SSE,中证公司,综合指数,19930430,1358.78,19930503
000008.CZC,农期白糖,OTH,郑州商品交易所,商品指数,,1000,
000008.SH,上证综合股指数,SSE,中证公司,综合指数,19930430,1358.78,19930503
000009.CZC,农期菜油,OTH,郑州商品交易所,商品指数,,1000,
000009.SH,上证380,SSE,中证公司,规模指数,20031231,1000,20101129
000010.CZC,农期菜粕,OTH,郑州商品交易所,商品指数,,1000,
000010.SH,上证180,SSE,中证公司,规模指数,20020628,3299.06,20020701
000011.CZC,农期棉纱,OTH,郑州商品交易所,商品指数,,,
000011.SH,上证基金指数,SSE,上交所,其他,20000508,1000,20000609
000012.SH,上证国债,SSE,上交所,债券指数,20021231,100,20030102
000013.SH,上证企债,SSE,上交所,债券指数,20021231,100,20030609
000015.SH,上证红利,SSE,中证公司,主题指数,20041231,1000,20050104
000016.SH,上证50,SSE,中证公司,规模指数,20031231,1000,20040102
000017.SH,新综指,SSE,中证公司,综合指数,20051230,1000,20060104
000018.SH,180金融,SSE,中证公司,行业指数,20020628,1000,20071210
000019.SH,治理指数,SSE,中证公司,主题指数,20070629,1000,20080102
000020.SH,中型综指,SSE,中证公司,综合指数,20071228,1000,20080512
000021.SH,180治理,SSE,中证公司,主题指数,20070629,1000,20080910
000022.SH,上证公司债,SSE,上交所,债券指数,20071231,100,20081119
000023.SH,沪分离债,SSE,上交所,债券指数,20071231,100,20081119
000025.SH,180基建,SSE,中证公司,主题指数,20020628,1000,20081215
000026.SH,180资源,SSE,中证公司,主题指数,20020628,1000,20081215
000027.SH,180运输,SSE,中证公司,主题指数,20020628,1000,20081215
000028.SH,180成长,SSE,中证公司,成长指数,20020628,1000,20090109
000029.SH,180价值,SSE,中证公司,价值指数,20020628,1000,20090109
000030.SH,180R成长,SSE,中证公司,成长指数,20020628,1000,20090109
000031.SH,180R价值,SSE,中证公司,价值指数,20020628,1000,20090109
000032.SH,上证能源,SSE,中证公司,一级行业指数,20031231,1000,20090109
000033.SH,上证材料,SSE,中证公司,一级行业指数,20031231,1000,20090109
000034.SH,上证工业,SSE,中证公司,一级行业指数,20031231,1000,20090109
000035.SH,上证可选,SSE,中证公司,一级行业指数,20031231,1000,20090109
000036.SH,上证消费,SSE,中证公司,一级行业指数,20031231,1000,20090109
000037.SH,上证医药,SSE,中证公司,一级行业指数,20031231,1000,20090109
000038.SH,上证金融,SSE,中证公司,一级行业指数,20031231,1000,20090109
000039.SH,上证信息,SSE,中证公司,一级行业指数,20031231,1000,20090109
000040.SH,上证电信,SSE,中证公司,一级行业指数,20031231,1000,20090109
000041.SH,上证公用,SSE,中证公司,一级行业指数,20031231,1000,20090109
000042.SH,上证央企,SSE,中证公司,主题指数,20081231,1000,20090330
000043.SH,超大盘,SSE,中证公司,规模指数,20031231,1000,20090423
000044.SH,上证中盘,SSE,中证公司,规模指数,20031231,1000,20090703
000045.SH,上证小盘,SSE,中证公司,规模指数,20031231,1000,20090703
000046.SH,上证中小,SSE,中证公司,规模指数,20031231,1000,20090703
000047.SH,上证全指,SSE,中证公司,规模指数,20031231,1000,20090703
000048.SH,责任指数,SSE,中证公司,主题指数,20090630,1000,20090805
000049.SH,上证民企,SSE,中证公司,主题指数,20090630,1000,20090825
000050.SH,50等权,SSE,中证公司,策略指数,20031231,1000,20110104
000051.SH,180等权,SSE,中证公司,策略指数,20020628,3299.06,20110524
000052.SH,50基本,SSE,中证公司,策略指数,20031231,1000,20120109
000053.SH,180基本,SSE,中证公司,策略指数,20020628,3299.06,20120109
000054.SH,上证海外,SSE,中证公司,主题指数,20061229,1000,20100104
000055.SH,上证地企,SSE,中证公司,主题指数,20090630,1000,20100104
000056.SH,上证国企,SSE,中证公司,主题指数,20090630,1000,20100104
000057.SH,全指成长,SSE,中证公司,成长指数,20031231,1000,20100104
000058.SH,全指价值,SSE,中证公司,价值指数,20031231,1000,20100104
000059.SH,全R成长,SSE,中证公司,成长指数,20031231,1000,20100104
000060.SH,全R价值,SSE,中证公司,价值指数,20031231,1000,20100104
000061.SH,上证企债30,SSE,上交所,债券指数,20081231,100,20100104
000062.SH,上证沪企,SSE,中证公司,主题指数,20051231,1000,20100104
000063.SH,上证周期,SSE,中证公司,主题指数,20031231,1000,20100203
000064.SH,非周期,SSE,中证公司,主题指数,20031231,1000,20100203
000065.SH,上证龙头,SSE,中证公司,主题指数,20031231,1000,20100209
000066.SH,上证商品,SSE,中证公司,主题指数,20031231,1000,20100430
000067.SH,上证新兴,SSE,中证公司,主题指数,20031231,1000,20100430
000068.SH,上证资源,SSE,中证公司,主题指数,20031231,1000,20100528
000069.SH,消费80,SSE,中证公司,主题指数,20031231,1000,20100528
000070.SH,能源等权,SSE,中证公司,策略指数,20031231,1000,20100818
000071.SH,材料等权,SSE,中证公司,策略指数,20031231,1000,20100818
000072.SH,工业等权,SSE,中证公司,策略指数,20031231,1000,20100818
000073.SH,可选等权,SSE,中证公司,策略指数,20031231,1000,20100818
000074.SH,消费等权,SSE,中证公司,策略指数,20031231,1000,20100818
000075.SH,医药等权,SSE,中证公司,策略指数,20031231,1000,20100818
000076.SH,金融等权,SSE,中证公司,策略指数,20031231,1000,20100818
000077.SH,信息等权,SSE,中证公司,策略指数,20031231,1000,20100818
000078.SH,电信等权,SSE,中证公司,策略指数,20031231,1000,20100818
000079.SH,公用等权,SSE,中证公司,策略指数,20031231,1000,20100818
000090.SH,上证流通,SSE,中证公司,综合指数,20091231,1000,20101202
000091.SH,沪财中小,SSE,中证公司,主题指数,20041231,1000,20110406
000092.SH,资源50,SSE,中证公司,主题指数,20031231,1000,20110510
000093.SH,180分层,SSE,中证公司,策略指数,20020628,3299.06,20110524
000094.SH,上证上游,SSE,中证公司,主题指数,20031231,1000,20110510
000095.SH,上证中游,SSE,中证公司,主题指数,20031231,1000,20110510
000096.SH,上证下游,SSE,中证公司,主题指数,20031231,1000,20110510
000097.SH,高端装备,SSE,中证公司,主题指数,20041231,1000,20110524
000098.SH,上证F200,SSE,中证公司,策略指数,20041231,1000,20110701
000099.SH,上证F300,SSE,中证公司,策略指数,20041231,1000,20110701
000100.SH,上证F500,SSE,中证公司,策略指数,20041231,1000,20110701
000101.CZC,农基指数,OTH,郑州商品交易所,商品指数,,1000,
000101.SH,上证5年信用,SSE,上交所,债券指数,20071231,100,20130401
000102.CZC,农基谷物,OTH,郑州商品交易所,商品指数,,1000,
000102.SH,沪投资品,SSE,中证公司,主题指数,20031231,1000,20110613
000103.CZC,农基软商,OTH,郑州商品交易所,商品指数,,1000,
000103.SH,沪消费品,SSE,中证公司,主题指数,20031231,1000,20110613
000104.CZC,农基油脂,OTH,郑州商品交易所,商品指数,,1000,
000104.SH,380能源,SSE,中证公司,一级行业指数,20031231,1000,20110613
000105.CZC,农基强麦,OTH,郑州商品交易所,商品指数,,1000,
000105.SH,380材料,SSE,中证公司,一级行业指数,20031231,1000,20110613
000106.CZC,农基早籼,OTH,郑州商品交易所,商品指数,,1000,
000106.SH,380工业,SSE,中证公司,一级行业指数,20031231,1000,20110613
000107.CZC,农基棉花,OTH,郑州商品交易所,商品指数,,1000,
000107.SH,380可选,SSE,中证公司,一级行业指数,20031231,1000,20110613
000108.CZC,农基白糖,OTH,郑州商品交易所,商品指数,,1000,
000108.SH,380消费,SSE,中证公司,一级行业指数,20031231,1000,20110613
000109.CZC,农基菜油,OTH,郑州商品交易所,商品指数,,1000,
000109.SH,380医药,SSE,中证公司,一级行业指数,20031231,1000,20110613
000110.CZC,农基菜粕,OTH,郑州商品交易所,商品指数,,1000,
000110.SH,380金融,SSE,中证公司,一级行业指数,20031231,1000,20110613
000111.CZC,农基棉纱,OTH,郑州商品交易所,商品指数,,,
000111.SH,380信息,SSE,中证公司,一级行业指数,20031231,1000,20110613
000112.SH,380电信,SSE,中证公司,一级行业指数,20031231,1000,20110613
000113.SH,380公用,SSE,中证公司,一级行业指数,20031231,1000,20110613
000114.SH,持续产业,SSE,中证公司,主题指数,20110630,1000,20110822
000115.SH,380等权,SSE,中证公司,策略指数,20031231,1000,20110812
000116.SH,上证信用100,SSE,上交所,债券指数,20071231,100,20130226
000117.SH,380成长,SSE,中证公司,成长指数,20031231,1000,20111018
000118.SH,380价值,SSE,中证公司,价值指数,20031231,1000,20111018
000119.SH,380R成长,SSE,中证公司,成长指数,20031231,1000,20111018
000120.SH,380R价值,SSE,中证公司,价值指数,20031231,1000,20111018
000121.SH,医药主题,SSE,中证公司,主题指数,20031231,1000,20111018
000122.SH,农业主题,SSE,中证公司,主题指数,20110630,1000,20111018
000123.SH,上证180动态,SSE,中证公司,主题指数,20020628,3299.06,20130208
000124.SH,100等权,SSE,中证公司,策略指数,20031231,1000,
000125.SH,上证180稳定,SSE,中证公司,主题指数,20020628,3299.06,20130208
000126.SH,上证消费50,SSE,中证公司,主题指数,20041231,1000,20111209
000128.SH,380基本,SSE,中证公司,策略指数,20031231,1000,20120109
000129.SH,180波动,SSE,中证公司,策略指数,20020628,3299.06,20120109
000130.SH,380波动,SSE,中证公司,策略指数,20031231,1000,20120109
000131.SH,上证高新,SSE,中证公司,主题指数,20110630,1000,20120210
000132.SH,上证100,SSE,中证公司,主题指数,20031231,1000,20120420
000133.SH,上证150,SSE,中证公司,主题指数,20031231,1000,20120420
000134.SH,上证银行,SSE,中证公司,主题指数,20071231,1000,20120529
000135.SH,上证180高贝塔,SSE,中证公司,策略指数,20020628,3299.06,20120806
000136.SH,上证180低贝塔,SSE,中证公司,策略指数,20020628,3299.06,20120806
000137.SH,上证380高贝塔,SSE,中证公司,策略指数,20031231,1000,20120806
000138.SH,上证380低贝塔,SSE,中证公司,策略指数,20031231,1000,20120806
000139.SH,上证转债,SSE,上交所,债券指数,20021231,100,20120912
000140.SH,上证5年国债(净价),SSE,上交所,债券指数,20071231,100,20120912
000141.SH,上证380动态,SSE,中证公司,主题指数,20031231,1000,20130208
000142.SH,上证380稳定,SSE,中证公司,主题指数,20031231,1000,20130208
000145.SH,优势资源,SSE,中证公司,主题指数,20031231,1000,20120529
000146.SH,优势制造,SSE,中证公司,主题指数,20031231,1000,20120529
000147.SH,优势消费,SSE,中证公司,主题指数,20031231,1000,20120529
000148.SH,消费领先,SSE,中证公司,主题指数,20041231,1000,20120529
000149.SH,上证180红利,SSE,中证公司,主题指数,20041231,1000,20120720
000150.SH,上证380红利,SSE,中证公司,主题指数,20041231,1000,20120720
000151.SH,上证国企红利,SSE,中证公司,主题指数,20090630,1000,20120720
000152.SH,上证央企红利,SSE,中证公司,主题指数,20081231,1000,20120720
000153.SH,上证民企红利,SSE,中证公司,主题指数,20090630,1000,20120720
000155.SH,上证市值百强,SSE,中证公司,规模指数,20031231,1000,20120720
000158.SH,上证环保,SSE,中证公司,主题指数,20111230,1000,20120925
000159.SH,沪股通,SSE,中证公司,主题指数,20031231,1000,20141117
000160.SH,沪新丝路,SSE,中证公司,主题指数,20121231,1000,20150624
000161.SH,沪中国造,SSE,中证公司,主题指数,20120629,1000,20151029
000162.SH,沪互联+,SSE,中证公司,主题指数,20120629,1000,20151029
000170.SH,50AH优选,SSE,中证公司,策略指数,20041231,1000,20151210
000171.CSI,新兴成指,CSI,中证公司,主题指数,20101231,1000,20170125
000188.CSI,中国波指,CSI,中证公司,主题指数,,,20161128
000188.SH,中国波指,SSE,中证公司,主题指数,,,20161128
000201.CZC,易盛能化A,OTH,郑州商品交易所,商品指数,,1000,
000202.CZC,易盛能化B,OTH,郑州商品交易所,商品指数,20070104,100,
000203.CZC,易盛农期A,OTH,郑州商品交易所,商品指数,,1000,
000205.CZC,易盛纺织,OTH,郑州商品交易所,商品指数,,,
000206.CZC,易盛能化C,OTH,郑州商品交易所,商品指数,,,
000300.SH,沪深300,SSE,中证公司,规模指数,20041231,1000,20050408
000300HKD00.CSI,沪深300HKD,CSI,中证公司,规模指数,20041231,1000,20200720
000300HKD01.CSI,沪深300(全)HKD,CSI,中证公司,规模指数,20041231,1000,20200720
000300HKD02.CSI,沪深300(净)HKD,CSI,中证公司,规模指数,20041231,1000,20200720
000300HKD07.CSI,沪深300HKD(CNH),CSI,中证公司,规模指数,20041231,1000,20200720
000300HKD08.CSI,沪深300(全)HKD(CNH),CSI,中证公司,规模指数,20041231,1000,20200720
000301.CZC,易盛PTA,OTH,郑州商品交易所,商品指数,,,
000302.CZC,易盛白糖,OTH,郑州商品交易所,商品指数,,,
000303.CZC,易盛动力煤,OTH,郑州商品交易所,商品指数,,,
000500.CSI,中国500,CSI,中证公司,规模指数,20041231,1000,20141017
000500CNY01.CSI,中国500(全),CSI,中证公司,主题指数,20041231,1000,20141017
000500HKD00.CSI,中国500(HKD),CSI,中证公司,规模指数,20041231,1000,20141017
000500HKD01.CSI,中国500(全)HKD,CSI,中证公司,规模指数,20041231,1000,20141017
000500HKD07.CSI,中国500HKD(CNH),CSI,中证公司,规模指数,20041231,1000,20141017
000500HKD08.CSI,中国500(全)HKD(CNH),CSI,中证公司,规模指数,20041231,1000,20141017
000500USD00.CSI,中国500(USD),CSI,中证公司,规模指数,20041231,1000,20141017
000500USD01.CSI,中国500(全)USD,CSI,中证公司,主题指数,20041231,1000,20141017
000500USD07.CSI,中国500USD(CNH),CSI,中证公司,规模指数,20041231,1000,20141017
000500USD08.CSI,中国500(全)USD(CNH),CSI,中证公司,规模指数,20041231,1000,20141017
000501.CSI,中国1000(CNY),CSI,中证公司,规模指数,20041231,1000,20160510
000501.CZC,易盛农期,OTH,郑州商品交易所,商品指数,,1000,
000501CNY01.CSI,中国1000(全)CNY,CSI,中证公司,规模指数,20061229,1000,20160510
000501HKD00.CSI,中国1000(HKD),CSI,中证公司,规模指数,20041231,1000,20160510
000501HKD01.CSI,中国1000(全)HKD,CSI,中证公司,规模指数,20041231,1000,20160510
000501HKD07.CSI,中国1000HKD(CNH),CSI,中证公司,规模指数,20041231,1000,20160510
000501HKD08.CSI,中国1000(全)HKD(CNH),CSI,中证公司,规模指数,20041231,1000,20160510
000501USD00.CSI,中国1000(USD),CSI,中证公司,规模指数,20041231,1000,20160510
000501USD01.CSI,中国1000(全)USD,CSI,中证公司,规模指数,20061229,1000,20160510
000501USD07.CSI,中国1000USD(CNH),CSI,中证公司,规模指数,20041231,1000,20160510
000501USD08.CSI,中国1000(全)USD(CNH),CSI,中证公司,规模指数,20041231,1000,20160510
000502.CZC,易盛能化,OTH,郑州商品交易所,商品指数,,1000,
000601.CZC,棉糖指数,OTH,郑州商品交易所,商品指数,20070104,100,
000680.SH,test,SSE,,规模指数,20181228,1000,20200709
000688.SH,科创50,SSE,中证公司,规模指数,20191231,1000,20200723
000688CNY01.SH,科创50(全),SSE,中证公司,规模指数,20191231,1000,20200723
000688CNY02.SH,科创50(净),SSE,中证公司,规模指数,20191231,1000,20200723
000801.CSI,资源80,CSI,中证公司,主题指数,20041231,1000,20111108
000801.SH,资源80(SH),SSE,中证公司,主题指数,20041231,1000,20111108
000802.SH,500沪市,SSE,中证公司,主题指数,20041231,1000,20111108
000803.CSI,300波动,CSI,中证公司,策略指数,20041231,1000,20120109
000803.SH,300波动(SH),SSE,中证公司,策略指数,20041231,1000,20120109
000804.CSI,500波动,CSI,中证公司,策略指数,20041231,1000,20120109
000804.SH,500波动(SH),SSE,中证公司,策略指数,20041231,1000,20120109
000805.SH,A股资源,SSE,中证公司,主题指数,20041231,1000,20120106
000806.CSI,消费服务,CSI,中证公司,主题指数,20041231,1000,20120210
000807.CSI,食品饮料,CSI,中证公司,主题指数,20041231,1000,20120217
000808.SH,医药生物,SSE,中证公司,主题指数,20041231,1000,20120217
000809.CSI,细分农业,CSI,中证公司,主题指数,20041231,1000,20120411
000809.SH,细分农业(SH),SSE,中证公司,主题指数,20041231,1000,20120411
000810.CSI,细分能源,CSI,中证公司,主题指数,20041231,1000,20120411
000810.SH,细分能源(SH),SSE,中证公司,主题指数,20041231,1000,20120411
000811.CSI,细分有色,CSI,中证公司,主题指数,20041231,1000,20120411
000811.SH,细分有色(SH),SSE,中证公司,主题指数,20041231,1000,20120411
000812.CSI,细分机械,CSI,中证公司,主题指数,20041231,1000,20120411
000812.SH,细分机械(SH),SSE,中证公司,主题指数,20041231,1000,20120411
000813.CSI,细分化工,CSI,中证公司,主题指数,20041231,1000,20120411
000813.SH,细分化工(SH),SSE,中证公司,主题指数,20041231,1000,20120411
000814.SH,细分医药,SSE,中证公司,主题指数,20041231,1000,20120411
000815.CSI,细分食品,CSI,中证公司,主题指数,20041231,1000,20120411
000815.SH,细分食品(SH),SSE,中证公司,主题指数,20041231,1000,20120411
000816.CSI,细分地产,CSI,中证公司,主题指数,20041231,1000,20120411
000817.SH,兴证海西,SSE,中证公司,主题指数,20110817,1000,20110927
000818.CSI,细分金融,CSI,中证公司,主题指数,20041231,1000,20120411
000818.SH,细分金融(SH),SSE,中证公司,主题指数,20041231,1000,20120411
000819.SH,有色金属,SSE,中证公司,主题指数,20041231,1000,20120509
000820.CSI,煤炭指数,CSI,中证公司,主题指数,20041231,1000,20120509
000820.SH,煤炭指数(SH),SSE,中证公司,主题指数,20041231,1000,20120509
000821.CSI,沪深300红利,CSI,中证公司,主题指数,20041231,1000,20120720
000822.CSI,中证500红利,CSI,中证公司,主题指数,20041231,1000,20120720
000822.SH,中证500红利(SH),SSE,中证公司,主题指数,20041231,1000,20120720
000823.SH,中证800有色,SSE,中证公司,主题指数,20041231,1000,20121221
000824.CSI,中证国企红利,CSI,中证公司,主题指数,20090630,1000,20120720
000824.SH,中证国企红利(SH),SSE,中证公司,主题指数,20090630,1000,20120720
000825.CSI,中证央企红利,CSI,中证公司,主题指数,20081231,1000,20120720
000825.SH,中证央企红利(SH),SSE,中证公司,主题指数,20081231,1000,20120720
000826.CSI,中证民企红利,CSI,中证公司,主题指数,20090630,1000,20120720
000826.SH,中证民企红利(SH),SSE,中证公司,主题指数,20090630,1000,20120720
000827.SH,中证环保,SSE,中证公司,主题指数,20111230,1000,20120925
000828.SH,沪深300高贝塔,SSE,中证公司,策略指数,20041231,1000,20120806
000829.CSI,沪深300低贝塔,CSI,中证公司,策略指数,20041231,1000,20120806
000829.SH,沪深300低贝塔(SH),SSE,中证公司,策略指数,20041231,1000,20120806
000830.CSI,中证500高贝塔,CSI,中证公司,策略指数,20041231,1000,20120806
000830.SH,中证500高贝塔(SH),SSE,中证公司,策略指数,20041231,1000,20120806
000831.CSI,中证500低贝塔,CSI,中证公司,策略指数,20041231,1000,20120806
000831.SH,中证500低贝塔(SH),SSE,中证公司,策略指数,20041231,1000,20120806
000832.CSI,中证转债,CSI,中证公司,债券指数,20021231,100,20120912
000833.CSI,中高企债,CSI,中证公司,债券指数,20081231,100,20120910
000834.CSI,中证银华价值7030,CSI,中证公司,策略指数,20041231,1000,20120830
000835.CSI,中证银华价值3070,CSI,中证公司,策略指数,20041231,1000,20120830
000836.CSI,中证银华成长7030,CSI,中证公司,策略指数,20041231,1000,20120830
000837.CSI,中证银华成长3070,CSI,中证公司,策略指数,20041231,1000,20120830
000838.CSI,中证创业价值,CSI,中证公司,主题指数,20091231,1000,20120926
000838.SH,中证创业价值(SH),SSE,中证公司,主题指数,20091231,1000,20120926
000839.CSI,中证浙企综指,CSI,中证公司,主题指数,20051231,1000,20121109
000839.SH,中证浙企综指(SH),SSE,中证公司,主题指数,20041231,1000,20121109
000840.CSI,中证浙江民企,CSI,中证公司,主题指数,20051231,1000,20121109
000840.SH,中证浙江民企(SH),SSE,中证公司,主题指数,20041231,1000,20121109
000841.SH,中证800医药,SSE,中证公司,二级行业指数,20041231,1000,20121221
000842.SH,中证800等权,SSE,中证公司,策略指数,20041231,1000,20121221
000843.CSI,沪深300动态,CSI,中证公司,策略指数,20041231,1000,20130107
000843.SH,沪深300动态(SH),SSE,中证公司,策略指数,20041231,1000,20130107
000844.CSI,沪深300稳定,CSI,中证公司,策略指数,20041231,1000,20130107
000844.SH,沪深300稳定(SH),SSE,中证公司,策略指数,20041231,1000,20130107
000845.CSI,中证中期信用债,CSI,中证公司,债券指数,20071231,100,20120918
000846.CSI,中证财通ESG100,CSI,中证公司,主题指数,20110630,1000,20121016
000847.SH,腾讯济安,SSE,中证公司,价值指数,20130518,1000,20131118
000849.SH,300非银,SSE,中证公司,主题指数,20041231,1000,20121221
000850.CSI,300有色,CSI,中证公司,主题指数,20041231,1000,20121221
000851.SH,百发100,SSE,中证公司,策略指数,20081231,1000,20140730
000852.SH,中证1000,SSE,中证公司,规模指数,20041231,1000,20141017
000853.SH,CSSW丝路,SSE,中证公司,主题指数,20081231,1000,20150423
000854.SH,中证500原料,SSE,中证公司,一级行业指数,20041231,1000,20131106
000855.SH,央视500,SSE,中证公司,主题指数,20091231,1000,20141103
000856.SH,中证500工业,SSE,中证公司,一级行业指数,20041231,1000,20131106
000857.SH,中证500医药,SSE,中证公司,一级行业指数,20041231,1000,20131106
000858.SH,中证500信息,SSE,中证公司,一级行业指数,20041231,1000,20131106
000859.CSI,国企一带一路,CSI,中证公司,主题指数,20131231,1000,20190516
000860.CSI,结构调整,CSI,中证公司,主题指数,20141231,1000,20180326
000861.CSI,央企创新,CSI,中证公司,主题指数,20121231,1000,20190516
000863.SH,CS精准医,SSE,中证公司,主题指数,20120629,1000,20150805
000865.SH,上海国企,SSE,中证公司,主题指数,20121231,1000,20160511
000867.SH,港中小企,SSE,中证公司,主题指数,20141114,3000,20150826
000869.SH,HK银行(HKD),SSE,中证公司,主题指数,20141114,3000,20160422
000891.CSI,新兴综指,CSI,中证公司,主题指数,20101231,1000,20170125
000901.SH,小康指数,SSE,中证公司,主题指数,20051230,1000,20100401
000902.CSI,中证流通,CSI,中证公司,规模指数,20051230,1000,20060227
000902.SH,中证流通(SH),SSE,中证公司,规模指数,20051230,1000,20060227
000903.SH,中证100,SSE,中证公司,规模指数,20051230,1000,20060529
000904.SH,中证200,SSE,中证公司,规模指数,20041231,1000,20070115
000905.SH,中证500,SSE,中证公司,规模指数,20041231,1000,20070115
000906.SH,中证800,SSE,中证公司,规模指数,20041231,1000,20070115
000907.CSI,中证700,CSI,中证公司,规模指数,20041231,1000,20070115
000907.SH,中证700(SH),SSE,中证公司,规模指数,20041231,1000,20070115
000908.CSI,沪深300能源,CSI,中证公司,一级行业指数,20041231,1000,20070702
000909.CSI,沪深300材料,CSI,中证公司,一级行业指数,20041231,1000,20070702
000910.CSI,沪深300工业,CSI,中证公司,一级行业指数,20041231,1000,20070702
000911.CSI,沪深300可选,CSI,中证公司,一级行业指数,20041231,1000,20070702
000912.CSI,沪深300消费,CSI,中证公司,一级行业指数,20041231,1000,20070702
000913.SH,沪深300医药,SSE,中证公司,一级行业指数,20041231,1000,20070702
000914.SH,沪深300金融,SSE,中证公司,一级行业指数,20041231,1000,20070702
000915.CSI,沪深300信息,CSI,中证公司,一级行业指数,20041231,1000,20070702
000915.SH,沪深300信息(SH),SSE,中证公司,一级行业指数,20041231,1000,20070702
000916.CSI,沪深300电信,CSI,中证公司,一级行业指数,20041231,1000,20070702
000916.SH,沪深300电信(SH),SSE,中证公司,一级行业指数,20041231,1000,20070702
000917.CSI,沪深300公用,CSI,中证公司,一级行业指数,20041231,1000,20070702
000918.SH,沪深300成长,SSE,中证公司,成长指数,20041231,1000,20080121
000919.CSI,沪深300价值,CSI,中证公司,价值指数,20041231,1000,20080121
000920.CSI,沪深300R成长,CSI,中证公司,成长指数,20041231,1000,20080121
000920.SH,沪深300R成长(SH),SSE,中证公司,成长指数,20041231,1000,20080121
000921.CSI,沪深300R价值,CSI,中证公司,价值指数,20041231,1000,20080121
000921.SH,沪深300R价值(SH),SSE,中证公司,价值指数,20041231,1000,20080121
000922.CSI,中证红利,CSI,中证公司,主题指数,20041231,1000,20080526
000923.CSI,中证公司债,CSI,中证公司,债券指数,20071231,100,20081119
000923.SH,中证公司债(SH),SSE,中证公司,债券指数,20071231,100,20081119
000924.SH,中证分离债,SSE,中证公司,债券指数,20071231,100,20081119
000925.CSI,基本面50,CSI,中证公司,策略指数,20041231,1000,20090226
000926.CSI,中证央企,CSI,中证公司,主题指数,20081231,1000,20090330
000926.SH,中证央企(SH),SSE,中证公司,主题指数,20081231,1000,20090330
000927.CSI,央企100,CSI,中证公司,主题指数,20081231,1000,20090330
000927.SH,央企100(SH),SSE,中证公司,主题指数,20081231,1000,20090330
000928.SH,中证能源,SSE,中证公司,一级行业指数,20041231,1000,20090703
000929.CSI,中证材料,CSI,中证公司,一级行业指数,20041231,1000,20090703
000929.SH,中证材料(SH),SSE,中证公司,一级行业指数,20041231,1000,20090703
000930.CSI,中证工业,CSI,中证公司,一级行业指数,20041231,1000,20090703
000930.SH,中证工业(SH),SSE,中证公司,一级行业指数,20041231,1000,20090703
000931.CSI,中证可选,CSI,中证公司,一级行业指数,20041231,1000,20090703
000932.SH,中证消费,SSE,中证公司,一级行业指数,20041231,1000,20090703
000933.SH,中证医药,SSE,中证公司,一级行业指数,20041231,1000,20090703
000934.SH,中证金融,SSE,中证公司,一级行业指数,20041231,1000,20090703
000935.SH,中证信息,SSE,中证公司,一级行业指数,20041231,1000,20090703
000936.CSI,中证电信,CSI,中证公司,一级行业指数,20041231,1000,20090703
000936.SH,中证电信(SH),SSE,中证公司,一级行业指数,20041231,1000,20090703
000937.CSI,中证公用,CSI,中证公司,一级行业指数,20041231,1000,20090703
000937.SH,中证公用(SH),SSE,中证公司,一级行业指数,20041231,1000,20090703
000938.CSI,中证民企,CSI,中证公司,主题指数,20090630,1000,20090825
000938.SH,中证民企(SH),SSE,中证公司,主题指数,20090630,1000,20090825
000939.CSI,民企成长,CSI,中证公司,主题指数,20131231,1000,20090825
000940.CSI,财富大盘,CSI,中证公司,策略指数,20041231,1000,20090925
000941.CSI,新能源,CSI,中证公司,主题指数,20081231,1000,20091028
000941.SH,新能源(SH),SSE,中证公司,主题指数,20081231,1000,20091028
000942.CSI,内地消费,CSI,中证公司,主题指数,20041231,1000,20091028
000942.SH,内地消费(SH),SSE,中证公司,主题指数,20041231,1000,20091028
000943.CSI,新基建50,CSI,中证公司,主题指数,20041231,1000,20091028
000943.SH,新基建50(SH),SSE,中证公司,主题指数,20041231,1000,20091028
000944.SH,内地资源,SSE,中证公司,主题指数,20041231,1000,20091028
000945.CSI,内地运输,CSI,中证公司,主题指数,20041231,1000,20091028
000945.SH,内地运输(SH),SSE,中证公司,主题指数,20041231,1000,20091028
000946.CSI,内地金融,CSI,中证公司,主题指数,20041231,1000,20091028
000946.SH,内地金融(SH),SSE,中证公司,主题指数,20041231,1000,20091028
000947.CSI,内地银行,CSI,中证公司,主题指数,20041231,1000,20091028
000947.SH,内地银行(SH),SSE,中证公司,主题指数,20041231,1000,20091028
000948.CSI,内地地产,CSI,中证公司,主题指数,20041231,1000,20091028
000948.SH,内地地产(SH),SSE,中证公司,主题指数,20041231,1000,20091028
